LocationDimKey,Country,Latitude,Longitude,Region
4426,Germany,51.1737,10.9351,Central Europe
4427,Norway,60.6035,8.0048,Northern Europe
4428,Germany,51.0003,10.4854,Central Europe
4429,Belgium,50.9037,4.9277,Western Europe
4430,Italy,41.728,12.3364,Southern Europe
4431,Belgium,50.5739,4.3397,Western Europe
4432,Portugal,39.7073,-8.5766,Southern Europe
4433,Spain,40.0763,-3.7657,Southern Europe
4434,Portugal,39.4875,-8.6851,Southern Europe
4435,Portugal,39.1948,-8.5838,Southern Europe
4436,Italy,41.7391,12.2758,Southern Europe
4437,Switzerland,47.2415,8.0392,Central Europe
4438,Italy,42.2435,12.5668,Southern Europe
4439,Italy,42.0095,12.9541,Southern Europe
4440,Czech Republic,49.8971,15.5574,Central Europe
4441,Poland,52.2147,19.5462,Central Europe
4442,Czech Republic,50.1436,15.2721,Central Europe
4443,Belgium,50.6576,4.9282,Western Europe
4444,Poland,51.8306,19.0872,Central Europe
4445,Spain,40.4669,-3.8859,Southern Europe
4446,Denmark,56.0159,9.7468,Northern Europe
4447,Norway,60.8916,8.8682,Northern Europe
4448,Italy,42.1654,12.7297,Southern Europe
4449,Switzerland,46.8668,8.381,Central Europe
4450,Netherlands,52.1517,5.447,Western Europe
4451,United Kingdom,55.4455,-3.6251,Western Europe
4452,Austria,47.6174,14.4588,Central Europe
4453,Austria,48.0004,14.9369,Central Europe
4454,Austria,47.1432,14.3625,Central Europe
4455,Germany,51.664,10.1844,Central Europe
4456,Norway,60.0112,8.3777,Northern Europe
4457,Austria,47.5425,15.0075,Central Europe
4458,Portugal,39.2685,-8.4929,Southern Europe
4459,Sweden,60.3506,18.6852,Northern Europe
4460,Norway,60.3269,8.0985,Northern Europe
4461,Switzerland,46.894,8.5228,Central Europe
4462,Netherlands,52.5075,5.2922,Western Europe
4463,Germany,50.9577,10.6364,Central Europe
4464,France,46.262,2.2248,Western Europe
4465,Sweden,59.6438,18.3964,Northern Europe
4466,United Kingdom,55.4978,-3.4648,Western Europe
4467,Portugal,39.0007,-7.7692,Southern Europe
4468,Germany,50.7005,10.4038,Central Europe
4469,Netherlands,51.7798,5.3907,Western Europe
4470,Belgium,50.246,4.6961,Western Europe
4471,France,45.8741,2.6278,Western Europe
4472,Denmark,56.4397,9.9868,Northern Europe
4473,Austria,47.9083,14.5959,Central Europe
4474,France,46.4754,2.3941,Western Europe
4475,Italy,41.4395,12.3219,Southern Europe
4476,Denmark,55.8332,9.0485,Northern Europe
4477,Netherlands,51.757,4.8881,Western Europe
4478,Norway,60.2158,8.3495,Northern Europe
4479,Spain,40.7738,-3.9324,Southern Europe
4480,Germany,51.4252,10.3557,Central Europe
4481,Czech Republic,49.9563,15.3981,Central Europe
4482,Portugal,39.6824,-8.6197,Southern Europe
4483,Denmark,56.2515,9.4928,Northern Europe
4484,Spain,40.0705,-3.715,Southern Europe
4485,United Kingdom,55.0744,-3.3369,Western Europe
4486,France,45.7783,2.3724,Western Europe
4487,Portugal,38.9603,-8.6214,Southern Europe
4488,France,46.2993,2.6248,Western Europe
4489,Norway,60.5667,8.0297,Northern Europe
4490,Germany,51.5524,10.8315,Central Europe
4491,Germany,50.768,10.4204,Central Europe
4492,Portugal,39.0076,-8.0219,Southern Europe
4493,Denmark,55.7756,9.5685,Northern Europe
4494,Poland,52.2269,18.9776,Central Europe
4495,Netherlands,52.5689,4.8399,Western Europe
4496,Poland,52.3234,19.2511,Central Europe
4497,Italy,41.9167,12.08,Southern Europe
4498,Czech Republic,50.1609,15.7012,Central Europe
4499,Switzerland,47.196,8.1914,Central Europe
4500,Netherlands,51.7345,5.7078,Western Europe
4501,Portugal,39.4439,-8.4814,Southern Europe
4502,Norway,60.7808,8.903,Northern Europe
4503,Netherlands,52.0431,5.0655,Western Europe
4504,Germany,50.9594,10.092,Central Europe
4505,Spain,40.5993,-3.7939,Southern Europe
4506,Portugal,39.0084,-7.8282,Southern Europe
4507,Czech Republic,49.4908,15.7165,Central Europe
4508,Italy,41.5057,12.1843,Southern Europe
4509,Sweden,59.8809,19.0675,Northern Europe
4510,Czech Republic,50.1898,14.9823,Central Europe
4511,Belgium,50.3616,4.8388,Western Europe
4512,Czech Republic,49.8913,15.538,Central Europe
4513,Czech Republic,49.4569,15.3866,Central Europe
4514,Germany,51.4439,10.1049,Central Europe
4515,Sweden,60.0231,18.4534,Northern Europe
4516,Czech Republic,50.2755,15.0573,Central Europe
4517,Switzerland,47.0672,8.5182,Central Europe
4518,Italy,41.8938,13.0487,Southern Europe
4519,Germany,51.5117,10.4794,Central Europe
4520,France,45.7472,2.3022,Western Europe
4521,Italy,41.3848,12.8079,Southern Europe
4522,Italy,41.774,12.692,Southern Europe
4523,Sweden,60.3225,18.8957,Northern Europe
4524,Spain,40.5299,-3.2875,Southern Europe
4525,Denmark,55.8016,9.5421,Northern Europe
4526,Switzerland,46.9715,8.285,Central Europe
4527,Italy,41.4716,12.832,Southern Europe
4528,Netherlands,52.3991,5.2646,Western Europe
4529,Belgium,50.9141,4.6646,Western Europe
4530,Czech Republic,50.0895,15.1588,Central Europe
4531,Italy,42.3673,12.8046,Southern Europe
4532,Czech Republic,49.8132,15.66,Central Europe
4533,Italy,41.4882,12.6138,Southern Europe
4534,Norway,60.1592,8.1809,Northern Europe
4535,Italy,42.0858,12.8395,Southern Europe
4536,Belgium,50.2903,4.0486,Western Europe
4537,Portugal,38.9206,-8.4806,Southern Europe
4538,Denmark,55.8472,9.3505,Northern Europe
4539,France,46.2113,1.9814,Western Europe
4540,Italy,41.5707,12.7602,Southern Europe
4541,Italy,42.3231,12.7181,Southern Europe
4542,Italy,41.6262,12.796,Southern Europe
4543,Switzerland,46.5285,7.9786,Central Europe
4544,Belgium,50.9924,4.2869,Western Europe
4545,Switzerland,46.3404,8.7235,Central Europe
4546,Germany,51.5815,10.346,Central Europe
4547,Austria,47.9541,14.4919,Central Europe
4548,Norway,60.233,8.3224,Northern Europe
4549,Czech Republic,50.2595,15.9108,Central Europe
4550,United Kingdom,55.5593,-3.9252,Western Europe
4551,Switzerland,46.7046,8.389,Central Europe
4552,France,46.0274,1.7846,Western Europe
4553,Austria,47.9482,14.6921,Central Europe
4554,Switzerland,46.4294,8.5557,Central Europe
4555,Netherlands,51.8342,5.3082,Western Europe
4556,Spain,40.6089,-4.0027,Southern Europe
4557,Portugal,39.5093,-8.0401,Southern Europe
4558,Austria,47.37,14.5978,Central Europe
4559,Switzerland,46.737,7.7627,Central Europe
4560,Netherlands,52.0412,4.8287,Western Europe
4561,United Kingdom,55.2672,-3.907,Western Europe
4562,Portugal,39.1319,-8.3973,Southern Europe
4563,Belgium,50.6226,4.5292,Western Europe
4564,Switzerland,47.1263,8.4581,Central Europe
4565,Switzerland,47.3087,8.1061,Central Europe
4566,Czech Republic,49.3223,15.1194,Central Europe
4567,Belgium,50.8605,4.6962,Western Europe
4568,Denmark,56.3826,9.8767,Northern Europe
4569,Portugal,39.5093,-7.9997,Southern Europe
4570,Austria,47.2302,14.1198,Central Europe
4571,Norway,60.1947,8.5166,Northern Europe
4572,Italy,41.6215,12.2068,Southern Europe
4573,Belgium,50.2076,4.4717,Western Europe
4574,Sweden,60.6061,19.0295,Northern Europe
4575,France,46.2756,1.9706,Western Europe
4576,Austria,47.1672,14.0712,Central Europe
4577,United Kingdom,55.807,-3.6237,Western Europe
4578,Netherlands,51.6717,5.4046,Western Europe
4579,Austria,47.9451,14.9904,Central Europe
4580,Belgium,50.0685,4.0821,Western Europe
4581,Austria,47.7911,14.3885,Central Europe
4582,Denmark,56.759,9.7291,Northern Europe
4583,Poland,52.3411,18.9746,Central Europe
4584,Czech Republic,49.8566,14.9805,Central Europe
4585,France,46.6264,2.4322,Western Europe
4586,Netherlands,52.4329,5.6392,Western Europe
4587,United Kingdom,55.6731,-2.943,Western Europe
4588,Norway,60.3463,8.1802,Northern Europe
4589,United Kingdom,54.9832,-3.0628,Western Europe
4590,Spain,40.9562,-3.3767,Southern Europe
4591,Switzerland,46.3636,8.2058,Central Europe
4592,France,45.9768,2.3642,Western Europe
4593,Italy,42.2514,12.9445,Southern Europe
4594,Norway,60.0393,8.9304,Northern Europe
4595,Norway,60.044,8.6339,Northern Europe
4596,Norway,60.5552,8.8835,Northern Europe
4597,Denmark,56.6845,9.6426,Northern Europe
4598,Portugal,39.1615,-8.5646,Southern Europe
4599,Spain,40.759,-3.9336,Southern Europe
4600,Netherlands,52.4201,4.9783,Western Europe
4601,Poland,52.1714,19.3955,Central Europe
4602,France,45.9174,2.0374,Western Europe
4603,Norway,60.6794,8.2445,Northern Europe
4604,France,46.3519,2.2422,Western Europe
4605,Netherlands,52.5858,5.5314,Western Europe
4606,Germany,51.5425,10.8446,Central Europe
4607,Portugal,39.1209,-8.5502,Southern Europe
4608,Spain,40.0931,-3.8137,Southern Europe
4609,Czech Republic,50.2679,15.7682,Central Europe
4610,Sweden,60.1908,18.7963,Northern Europe
4611,Denmark,56.4242,9.7484,Northern Europe
4612,Sweden,60.3627,18.6825,Northern Europe
4613,France,46.4839,2.4695,Western Europe
4614,Switzerland,47.0996,8.0003,Central Europe
4615,Germany,51.0395,10.8488,Central Europe
4616,Poland,51.7156,19.0212,Central Europe
4617,Portugal,39.1678,-8.5099,Southern Europe
4618,Portugal,38.9322,-8.1805,Southern Europe
4619,Sweden,60.3421,18.9204,Northern Europe
4620,Italy,41.8185,13.0614,Southern Europe
4621,Norway,60.4098,8.6052,Northern Europe
4622,Belgium,50.0752,4.0426,Western Europe
4623,Norway,60.6126,8.5458,Northern Europe
4624,France,46.0517,2.494,Western Europe
4625,Netherlands,52.3669,5.386,Western Europe
4626,Switzerland,46.6249,8.0889,Central Europe
4627,France,46.4802,1.9745,Western Europe
4628,Poland,51.7026,19.4335,Central Europe
4629,Austria,47.4106,14.721,Central Europe
4630,Portugal,39.7223,-8.3588,Southern Europe
4631,Italy,42.2504,12.8343,Southern Europe
4632,Austria,47.1194,14.9525,Central Europe
4633,Czech Republic,50.0922,15.427,Central Europe
4634,Poland,51.4865,18.848,Central Europe
4635,Belgium,50.3677,4.132,Western Europe
4636,Switzerland,46.355,8.1205,Central Europe
4637,France,45.9904,2.1337,Western Europe
4638,Portugal,39.706,-8.7199,Southern Europe
4639,Belgium,50.3783,4.4135,Western Europe
4640,Poland,51.7387,18.646,Central Europe
4641,France,46.685,2.2536,Western Europe
4642,Austria,47.2839,14.4193,Central Europe
4643,Denmark,55.921,9.4425,Northern Europe
4644,Portugal,39.2146,-7.8896,Southern Europe
4645,Germany,51.194,10.9224,Central Europe
4646,Denmark,56.0391,9.2421,Northern Europe
4647,Netherlands,52.3923,5.5832,Western Europe
4648,Portugal,39.8913,-7.9288,Southern Europe
4649,Norway,60.8963,8.3709,Northern Europe
4650,Germany,51.3395,10.6369,Central Europe
4651,Switzerland,47.1128,8.4609,Central Europe
4652,Portugal,39.6017,-8.6104,Southern Europe
4653,Sweden,60.2418,18.2536,Northern Europe
4654,Germany,51.2785,10.2818,Central Europe
4655,Denmark,55.8725,9.5454,Northern Europe
4656,Spain,40.2214,-4.0781,Southern Europe
4657,Spain,40.3636,-4.1762,Southern Europe
4658,Norway,60.202,8.574,Northern Europe
4659,Netherlands,51.8387,5.7186,Western Europe
4660,Czech Republic,50.3008,15.8406,Central Europe
4661,Belgium,50.2402,4.9594,Western Europe
4662,Spain,40.2311,-3.599,Southern Europe
4663,Italy,41.9762,12.8124,Southern Europe
4664,Belgium,50.3559,4.4378,Western Europe
4665,Italy,42.2646,12.2125,Southern Europe
4666,Sweden,59.6655,18.2048,Northern Europe
4667,Poland,51.602,18.8149,Central Europe
4668,Czech Republic,49.4796,15.789,Central Europe
4669,Italy,42.3157,12.481,Southern Europe
4670,Portugal,39.3398,-8.3388,Southern Europe
4671,France,46.5228,1.9619,Western Europe
4672,Czech Republic,50.2375,15.0763,Central Europe
4673,Italy,42.0306,12.8453,Southern Europe
4674,Norway,60.8764,8.3209,Northern Europe
4675,Czech Republic,49.9843,15.7547,Central Europe
4676,Switzerland,47.0124,8.6329,Central Europe
4677,Netherlands,52.0441,5.1562,Western Europe
4678,United Kingdom,55.3335,-3.3409,Western Europe
4679,Belgium,50.7103,4.2569,Western Europe
4680,Switzerland,46.7734,8.3652,Central Europe
4681,Sweden,60.1365,18.7067,Northern Europe
4682,Czech Republic,49.3856,15.2503,Central Europe
4683,Italy,42.1137,12.6917,Southern Europe
4684,Belgium,50.712,4.5547,Western Europe
4685,Sweden,60.1499,19.0492,Northern Europe
4686,Italy,42.0804,12.835,Southern Europe
4687,Czech Republic,49.7093,15.0189,Central Europe
4688,Norway,60.2507,8.6097,Northern Europe
4689,France,46.5392,2.2343,Western Europe
4690,Belgium,50.9508,4.5741,Western Europe
4691,Spain,40.2464,-3.9658,Southern Europe
4692,Belgium,50.2954,4.2016,Western Europe
4693,Sweden,59.7801,18.8331,Northern Europe
4694,Sweden,60.1001,18.2644,Northern Europe
4695,France,46.485,2.3216,Western Europe
4696,Spain,40.3865,-3.7063,Southern Europe
4697,Spain,40.3499,-3.4309,Southern Europe
4698,Spain,40.3144,-3.9603,Southern Europe
4699,Denmark,56.6437,9.7911,Northern Europe
4700,Spain,40.7925,-3.6613,Southern Europe
4701,Norway,59.9781,8.1787,Northern Europe
4702,Italy,41.9299,12.2823,Southern Europe
4703,Denmark,56.3098,9.1316,Northern Europe
4704,Austria,47.495,14.6507,Central Europe
4705,Czech Republic,50.1323,15.3249,Central Europe
4706,Italy,42.1719,12.1243,Southern Europe
4707,Denmark,55.7866,9.9703,Northern Europe
4708,Germany,51.2789,9.987,Central Europe
4709,Netherlands,51.9585,5.2881,Western Europe
4710,Netherlands,52.4981,5.6188,Western Europe
4711,Belgium,50.7071,4.1826,Western Europe
4712,France,46.2949,2.5628,Western Europe
4713,Norway,60.1765,8.3221,Northern Europe
4714,Netherlands,52.0302,5.0667,Western Europe
4715,Portugal,39.4114,-8.6069,Southern Europe
4716,Sweden,60.3441,18.4716,Northern Europe
4717,Italy,41.6513,13.0505,Southern Europe
4718,Italy,41.9562,12.7787,Southern Europe
4719,Germany,50.7054,10.4086,Central Europe
4720,Italy,41.5204,12.823,Southern Europe
4721,Belgium,50.0114,4.3288,Western Europe
4722,Belgium,50.606,4.0916,Western Europe
4723,France,46.0727,2.3658,Western Europe
4724,Portugal,39.0007,-7.8752,Southern Europe
4725,Germany,50.8449,10.8167,Central Europe
4726,Belgium,50.2817,4.7653,Western Europe
4727,Denmark,56.0834,9.0229,Northern Europe
4728,Denmark,56.7183,9.3548,Northern Europe
4729,Poland,52.1204,18.6565,Central Europe
4730,Portugal,38.9372,-8.1244,Southern Europe
4731,Germany,51.0852,10.0027,Central Europe
4732,Norway,60.2973,8.4724,Northern Europe
4733,France,46.1234,2.6561,Western Europe
4734,Germany,51.4661,10.0904,Central Europe
4735,Portugal,39.1809,-8.1845,Southern Europe
4736,Germany,51.5065,10.8463,Central Europe
4737,United Kingdom,55.2149,-3.7743,Western Europe
4738,Spain,40.5137,-4.1362,Southern Europe
4739,Portugal,39.5208,-7.9036,Southern Europe
4740,Netherlands,52.0105,4.8636,Western Europe
4741,France,46.3905,2.4433,Western Europe
4742,United Kingdom,54.9342,-3.3212,Western Europe
4743,France,46.278,1.8666,Western Europe
4744,Poland,51.676,18.9254,Central Europe
4745,Portugal,39.3662,-7.7803,Southern Europe
4746,Czech Republic,49.531,15.3866,Central Europe
4747,Austria,47.6045,14.7686,Central Europe
4748,Spain,40.6794,-4.1391,Southern Europe
4749,Italy,42.1031,12.1201,Southern Europe
4750,Germany,51.4537,10.6592,Central Europe
4751,Netherlands,51.9275,5.2844,Western Europe
4752,Sweden,60.5482,19.1429,Northern Europe
4753,Switzerland,46.6477,8.3611,Central Europe
4754,Austria,47.3022,14.9976,Central Europe
4755,Poland,51.7855,19.1471,Central Europe
4756,France,45.9252,1.7552,Western Europe
4757,Italy,41.9469,12.3052,Southern Europe
4758,Germany,51.5684,10.9103,Central Europe
4759,United Kingdom,55.6569,-3.5889,Western Europe
4760,Sweden,59.8452,18.7666,Northern Europe
4761,Italy,42.0104,12.5071,Southern Europe
4762,Norway,60.8965,8.2221,Northern Europe
4763,Austria,47.718,14.3334,Central Europe
4764,United Kingdom,54.8985,-3.2246,Western Europe
4765,Austria,47.7444,14.1785,Central Europe
4766,Denmark,55.8157,9.9076,Northern Europe
4767,Switzerland,46.6565,8.2769,Central Europe
4768,Czech Republic,49.8246,15.377,Central Europe
4769,Spain,40.912,-3.9061,Southern Europe
4770,Switzerland,46.6884,8.575,Central Europe
4771,Poland,52.3903,19.15,Central Europe
4772,Netherlands,51.7683,4.8734,Western Europe
4773,Switzerland,46.5914,8.6711,Central Europe
4774,Poland,51.611,19.5474,Central Europe
4775,Germany,50.8345,10.6698,Central Europe
4776,Switzerland,46.6262,7.7898,Central Europe
4777,Sweden,60.2991,18.616,Northern Europe
4778,Sweden,60.4275,18.6204,Northern Europe
4779,Austria,47.9888,14.519,Central Europe
4780,Germany,51.1934,10.553,Central Europe
4781,Denmark,55.9288,9.0363,Northern Europe
4782,France,46.6899,2.4075,Western Europe
4783,France,46.1945,1.7397,Western Europe
4784,Portugal,39.4227,-7.936,Southern Europe
4785,Czech Republic,49.6581,15.0476,Central Europe
4786,Poland,51.6668,19.3818,Central Europe
4787,Netherlands,52.3909,5.0611,Western Europe
4788,Germany,50.7911,10.9027,Central Europe
4789,Italy,42.0583,12.6974,Southern Europe
4790,Austria,47.3568,14.4425,Central Europe
4791,Sweden,60.2376,18.3786,Northern Europe
4792,Sweden,60.4079,18.4816,Northern Europe
4793,Switzerland,46.426,8.2519,Central Europe
4794,Czech Republic,49.8031,15.5457,Central Europe
4795,Netherlands,51.705,5.031,Western Europe
4796,United Kingdom,54.8811,-3.4492,Western Europe
4797,Austria,47.2664,14.7499,Central Europe
4798,Czech Republic,50.2445,15.1972,Central Europe
4799,Spain,40.1508,-3.2731,Southern Europe
4800,Switzerland,46.3837,8.1953,Central Europe
4801,Netherlands,52.0381,4.932,Western Europe
4802,France,45.9575,1.768,Western Europe
4803,Switzerland,47.3044,8.7234,Central Europe
4804,Germany,50.7969,10.1574,Central Europe
4805,Spain,40.4873,-4.0503,Southern Europe
4806,France,46.1924,1.9001,Western Europe
4807,Czech Republic,49.7857,15.9453,Central Europe
4808,Poland,51.932,18.715,Central Europe
4809,United Kingdom,55.8551,-3.8569,Western Europe
4810,Spain,40.7971,-3.6481,Southern Europe
4811,Denmark,56.475,9.8278,Northern Europe
4812,Denmark,56.6719,9.444,Northern Europe
4813,Poland,52.3749,19.4684,Central Europe
4814,Sweden,59.8478,18.7216,Northern Europe
4815,Norway,60.3401,7.9701,Northern Europe
4816,Netherlands,52.0163,4.9917,Western Europe
4817,Belgium,50.8545,4.0365,Western Europe
4818,Sweden,59.9249,18.4715,Northern Europe
4819,Germany,50.6758,9.9552,Central Europe
4820,United Kingdom,55.1796,-2.9618,Western Europe
4821,Norway,60.2654,8.8381,Northern Europe
4822,Belgium,50.0372,4.6581,Western Europe
4823,Netherlands,51.6961,5.0524,Western Europe
4824,Austria,47.8679,14.811,Central Europe
4825,France,46.5144,2.4339,Western Europe
4826,Italy,41.7652,13.0264,Southern Europe
4827,Poland,52.1771,18.6827,Central Europe
4828,Germany,50.7995,10.8881,Central Europe
4829,Poland,52.0085,19.3695,Central Europe
4830,Belgium,50.5942,4.6086,Western Europe
4831,Denmark,55.8247,9.0986,Northern Europe
4832,Belgium,50.0923,4.6241,Western Europe
4833,Czech Republic,49.6781,15.5705,Central Europe
4834,Portugal,39.3917,-8.4777,Southern Europe
4835,Spain,40.0995,-4.0381,Southern Europe
4836,Belgium,50.0415,4.1074,Western Europe
4837,Spain,40.876,-3.6129,Southern Europe
4838,Sweden,60.0868,18.3338,Northern Europe
4839,Norway,60.3134,8.6746,Northern Europe
4840,Poland,51.6945,19.2487,Central Europe
4841,Austria,47.8103,14.632,Central Europe
4842,France,45.9124,2.135,Western Europe
4843,United Kingdom,55.02,-3.3736,Western Europe
4844,Switzerland,46.5002,8.1664,Central Europe
4845,Belgium,50.3595,4.0179,Western Europe
4846,Poland,52.0363,18.7593,Central Europe
4847,Switzerland,47.2634,8.1513,Central Europe
4848,Belgium,50.6083,4.0878,Western Europe
4849,Sweden,60.0349,18.2822,Northern Europe
4850,Spain,40.4945,-3.9842,Southern Europe
4851,France,46.6758,1.9244,Western Europe
4852,Spain,40.8697,-3.7373,Southern Europe
4853,Spain,40.7651,-4.2408,Southern Europe
4854,Netherlands,52.521,5.0272,Western Europe
4855,United Kingdom,55.5575,-3.1968,Western Europe
4856,France,46.3915,1.8897,Western Europe
4857,France,45.875,2.4803,Western Europe
4858,Netherlands,52.0421,5.1281,Western Europe
4859,United Kingdom,55.0031,-3.298,Western Europe
4860,Netherlands,51.6673,5.094,Western Europe
4861,Czech Republic,49.7144,15.1995,Central Europe
4862,Italy,41.6623,12.4851,Southern Europe
4863,France,46.1111,1.7361,Western Europe
4864,Portugal,39.7164,-8.3227,Southern Europe
4865,Austria,47.896,14.1417,Central Europe
4866,Poland,52.0042,19.5284,Central Europe
4867,Austria,47.0886,14.2556,Central Europe
4868,Portugal,39.1121,-8.6398,Southern Europe
4869,Italy,42.0919,12.0735,Southern Europe
4870,Germany,50.9886,10.4408,Central Europe
4871,Belgium,50.8364,4.4885,Western Europe
4872,Czech Republic,49.756,15.2269,Central Europe
4873,Poland,51.8517,18.6625,Central Europe
4874,Austria,47.6435,14.0746,Central Europe
4875,Austria,47.2925,14.7139,Central Europe
4876,Switzerland,47.2993,8.6018,Central Europe
4877,Poland,52.1718,19.031,Central Europe
4878,Denmark,56.4318,9.0327,Northern Europe
4879,Spain,39.972,-3.2954,Southern Europe
4880,Germany,51.4267,10.8324,Central Europe
4881,Spain,40.3246,-3.2513,Southern Europe
4882,Norway,60.2033,8.6159,Northern Europe
4883,Norway,60.2317,8.1073,Northern Europe
4884,Switzerland,46.4997,8.3127,Central Europe
4885,Germany,51.1139,10.1845,Central Europe
4886,Italy,42.1831,12.6623,Southern Europe
4887,Portugal,39.5311,-7.8234,Southern Europe
4888,Spain,40.4719,-3.3209,Southern Europe
4889,Austria,47.9816,14.297,Central Europe
4890,Switzerland,46.8613,7.9747,Central Europe
4891,Spain,40.9122,-3.7605,Southern Europe
4892,Belgium,50.3661,3.9967,Western Europe
4893,Czech Republic,50.3089,15.2908,Central Europe
4894,France,45.7862,2.6026,Western Europe
4895,Belgium,51.001,4.9685,Western Europe
4896,Belgium,50.123,4.6217,Western Europe
4897,Czech Republic,50.278,15.228,Central Europe
4898,United Kingdom,55.5504,-3.1453,Western Europe
4899,Norway,60.5461,8.2119,Northern Europe
4900,Portugal,39.0283,-8.2411,Southern Europe
4901,Denmark,56.4584,9.7323,Northern Europe
4902,Portugal,39.4131,-7.8188,Southern Europe
4903,Poland,51.7596,19.4137,Central Europe
4904,Spain,40.3507,-3.5745,Southern Europe
4905,France,46.2198,2.4685,Western Europe
4906,Poland,51.6034,19.5068,Central Europe
4907,Poland,51.7395,19.6006,Central Europe
4908,Italy,41.5458,13.0567,Southern Europe
4909,Austria,47.1769,14.9824,Central Europe
4910,Spain,40.3251,-3.7718,Southern Europe
4911,Switzerland,47.081,7.8479,Central Europe
4912,Denmark,56.3511,9.5751,Northern Europe
4913,Spain,40.4311,-3.5344,Southern Europe
4914,Czech Republic,49.6304,15.8526,Central Europe
4915,Poland,52.3804,19.3308,Central Europe
4916,Belgium,50.8057,4.5711,Western Europe
4917,Denmark,56.7438,9.5531,Northern Europe
4918,Poland,52.1461,18.8181,Central Europe
4919,Portugal,39.1889,-8.0315,Southern Europe
4920,Poland,52.3922,19.5872,Central Europe
4921,Switzerland,47.2557,8.7204,Central Europe
4922,Netherlands,51.7224,4.9064,Western Europe
4923,Belgium,50.0108,4.6639,Western Europe
4924,Portugal,38.9459,-7.9511,Southern Europe
4925,Poland,51.4588,19.1445,Central Europe
4926,Germany,51.1977,10.4083,Central Europe
4927,United Kingdom,55.7134,-2.9623,Western Europe
4928,Spain,40.1357,-3.7488,Southern Europe
4929,France,46.698,2.2416,Western Europe
4930,Switzerland,46.4964,8.59,Central Europe
4931,Italy,42.0655,12.1892,Southern Europe
4932,Sweden,60.1626,18.7097,Northern Europe
4933,Spain,40.9525,-3.6545,Southern Europe
4934,Switzerland,46.5269,7.9586,Central Europe
4935,Czech Republic,49.6456,15.3843,Central Europe
4936,Poland,52.4165,19.5273,Central Europe
4937,Germany,51.4049,10.3806,Central Europe
4938,Belgium,50.3238,4.4806,Western Europe
4939,Austria,47.0327,14.5718,Central Europe
4940,Germany,51.4438,10.4789,Central Europe
4941,Netherlands,51.6656,4.8525,Western Europe
4942,Germany,51.457,10.7843,Central Europe
4943,United Kingdom,55.2273,-3.6273,Western Europe
4944,Italy,41.4345,12.2951,Southern Europe
4945,Switzerland,47.0996,8.5441,Central Europe
4946,Czech Republic,49.6431,15.5367,Central Europe
4947,Belgium,50.5571,4.1406,Western Europe
4948,Netherlands,52.5073,4.8052,Western Europe
4949,Belgium,50.7034,4.1985,Western Europe
4950,Portugal,39.6446,-8.001,Southern Europe
4951,Norway,60.68,8.3264,Northern Europe
4952,Switzerland,46.4583,7.8428,Central Europe
4953,Denmark,56.2647,9.1952,Northern Europe
4954,Spain,40.3319,-3.9911,Southern Europe
4955,France,46.1735,2.4885,Western Europe
4956,Portugal,39.8929,-7.7946,Southern Europe
4957,Portugal,39.7305,-8.5055,Southern Europe
4958,Italy,41.897,12.8166,Southern Europe
4959,Germany,51.0327,10.6442,Central Europe
4960,Germany,51.4244,9.9527,Central Europe
4961,United Kingdom,55.6759,-3.3853,Western Europe
4962,Czech Republic,49.8619,15.7792,Central Europe
4963,Austria,47.6907,14.7354,Central Europe
4964,France,46.1795,1.9114,Western Europe
4965,Norway,60.482,8.3323,Northern Europe
4966,Norway,60.5554,7.9741,Northern Europe
4967,Denmark,56.4511,9.854,Northern Europe
4968,Italy,41.4397,12.2851,Southern Europe
4969,Denmark,56.623,9.1623,Northern Europe
4970,Poland,52.0888,19.407,Central Europe
4971,Switzerland,46.9388,8.2279,Central Europe
4972,Netherlands,52.4106,5.0619,Western Europe
4973,Portugal,39.1667,-8.47,Southern Europe
4974,Austria,47.7073,14.8863,Central Europe
4975,Czech Republic,49.4706,14.9759,Central Europe
4976,Italy,41.4078,12.5871,Southern Europe
4977,Belgium,50.8751,4.6893,Western Europe
4978,United Kingdom,55.3986,-3.3791,Western Europe
4979,Belgium,50.4421,4.0188,Western Europe
4980,France,46.4821,1.8028,Western Europe
4981,Sweden,60.5061,18.3678,Northern Europe
4982,Norway,60.3037,8.0751,Northern Europe
4983,Denmark,55.8624,9.7693,Northern Europe
4984,Netherlands,52.3349,5.4559,Western Europe
4985,Netherlands,52.1964,4.9872,Western Europe
4986,Norway,60.401,8.3606,Northern Europe
4987,Spain,40.3608,-3.9724,Southern Europe
4988,Denmark,56.0884,9.474,Northern Europe
4989,Denmark,56.2859,9.5722,Northern Europe
4990,Norway,60.7592,8.1477,Northern Europe
4991,France,46.0875,2.3152,Western Europe
4992,Sweden,60.215,18.7527,Northern Europe
4993,Germany,51.5221,10.6589,Central Europe
4994,Spain,40.4842,-4.096,Southern Europe
4995,Sweden,59.9881,18.6347,Northern Europe
4996,Norway,60.2531,8.5827,Northern Europe
4997,Switzerland,47.2663,7.9351,Central Europe
4998,Italy,42.0285,12.6136,Southern Europe
4999,Denmark,55.9184,10.0016,Northern Europe
5000,Portugal,39.4051,-8.5957,Southern Europe
5001,Switzerland,47.0673,8.3322,Central Europe
5002,Switzerland,46.3646,7.9316,Central Europe
5003,France,46.5648,2.2588,Western Europe
5004,Switzerland,46.4931,8.4212,Central Europe
